"genes","logFC","logCPM","LR","PValue","FDR","Gene_Symbol"
"ENSG00000132846",0.384981019677994,3.41277021982093,9.6705274482776,0.00187247547842172,0.0377894105109102,"ZBED3"
"ENSG00000164898",0.464268337077421,1.94650749855798,9.66984961352285,0.00187316645236688,0.0377894105109102,"FMC1"
"ENSG00000188878",-0.653280948608675,3.0559747842143,9.6680827170376,0.00187496881362761,0.0377894105109102,"FBF1"
"ENSG00000175221",0.20385686455221,5.73893284548336,9.65942933136727,0.00188382130697932,0.0379085975643155,"MED16"
"ENSG00000082898",-0.218174737065356,8.36990782753538,9.63758877916972,0.00190635327520237,0.0383022599639179,"XPO1"
"ENSG00000160213",0.241976633287701,6.80677124613762,9.61590709426114,0.00192899159432962,0.0386968313767616,"CSTB"
"ENSG00000281332",-0.550348253443669,1.45338557572918,9.61025102946445,0.0019349419067528,0.0387559249304417,"LINC00997"
"ENSG00000156802",-0.424225575912354,7.82268856965472,9.56330468528735,0.00198505434415233,0.0396980092794122,"ATAD2"
"ENSG00000183891",0.48323019930498,2.10620254257076,9.55174732783138,0.00199759170758156,0.0398868969598988,"TTC32"
"ENSG00000184445",-0.313218973761354,6.41142011946379,9.54731740254724,0.00200241852553636,0.0399214784557859,"KNTC1"
"ENSG00000180035",-0.397088973536271,4.22678537833394,9.53285343236069,0.00201826086815255,0.0401752267566355,"ZNF48"
"ENSG00000164403",-0.339506020873667,3.03778587012649,9.51964640642822,0.00203283746710506,0.040340188168494,"SHROOM1"
"ENSG00000168389",-0.718435248783646,2.57449060991369,9.51688273112664,0.00203590121728842,0.040340188168494,"MFSD2A"
"ENSG00000273117",0.417472645032494,2.46921514928555,9.51685668773438,0.00203593011068219,0.040340188168494,"INSIG1-DT"
"ENSG00000103404",-0.366923088106857,4.82770515472609,9.49575392718072,0.00205947941023742,0.0406870792074202,"USP31"
"ENSG00000137814",-0.21703729070586,5.00432484523421,9.49551650093,0.00205974592778087,0.0406870792074202,"HAUS2"
"ENSG00000181788",0.20394507340496,6.05974551201374,9.47904961976822,0.00207831604621208,0.0409911294802594,"SIAH2"
"ENSG00000112584",-0.301441231915343,4.47464921523336,9.46576612296285,0.002093419839928,0.0411290950837211,"FAM120B"
"ENSG00000275333",-0.301441231915343,4.47464921523336,9.46576612296285,0.002093419839928,0.0411290950837211,"FAM120B"
"ENSG00000169045",-0.269938970115067,9.19885130871695,9.46028821080947,0.00209968078674072,0.0411290950837211,"HNRNPH1"
"ENSG00000168303",0.206771044096816,4.76690041742956,9.45817516170332,0.00210210095570479,0.0411290950837211,"MPLKIP"
"ENSG00000176853",-0.205900768531451,7.4157689538924,9.45673037049463,0.00210375736745599,0.0411290950837211,"FAM91A1"
"ENSG00000112874",0.248853770072113,4.21522568973948,9.45261589596125,0.00210848175042536,0.0411290950837211,"NUDT12"
"ENSG00000072401",-0.228760893397103,4.69209458823116,9.45069571957049,0.00211069024472239,0.0411290950837211,"UBE2D1"
"ENSG00000254837",-0.518439264318875,1.7455425777906,9.45058338715355,0.00211081951666202,0.0411290950837211,"LIPT2-AS1"
"ENSG00000123472",0.197823027264627,5.41722095809986,9.44475215699399,0.00211754112409174,0.0411978325183399,"ATPAF1"
"ENSG00000122591",-0.24284471564291,5.18676920157149,9.41966296030943,0.00214670974173111,0.0416557795535858,"HYCC1"
"ENSG00000254858",-0.308814388929421,4.15654731512366,9.41692893090875,0.00214991283911653,0.0416557795535858,"MPV17L2"
"ENSG00000143324",-0.207554601347676,6.26740774188381,9.41500922339635,0.00215216480047022,0.0416557795535858,"XPR1"
"ENSG00000055211",0.199724137193142,5.86188202696529,9.41344900307258,0.0021539968185318,0.0416557795535858,"GINM1"
"ENSG00000206530",-0.339889731425112,3.56551977494902,9.37878805881438,0.00219510627872852,0.0423872393552682,"CFAP44"
"ENSG00000284969",0.871662432417238,3.75784663791888,9.37398689724309,0.00220086309107624,0.0424348774466254,""
"ENSG00000128342",-0.338716903870326,5.82672980402117,9.35211002525748,0.00222728895638955,0.0428514698112859,"LIF"
"ENSG00000166801",-0.329877686156499,6.09075832791675,9.35060921510087,0.00222911359356329,0.0428514698112859,"FAM111A"
"ENSG00000101868",-0.328114079375483,5.64074645701809,9.34423973035626,0.00223687429864803,0.0429366690152693,"POLA1"
"ENSG00000234171",0.486582530023988,1.986480867519,9.34016249252439,0.00224185646705147,0.0429683604286729,"RNASEH1-DT"
"ENSG00000146263",-0.259890856680029,5.34361466773788,9.32996795535496,0.0022543629682977,0.0431439583502552,"MMS22L"
"ENSG00000117620",0.303765381179702,5.7017089179165,9.3237313205897,0.00226204884553714,0.043226915642346,"SLC35A3"
"ENSG00000139684",0.189248967512378,6.02637729061686,9.31430624367859,0.00227371455511294,0.0433404935088979,"ESD"
"ENSG00000164096",0.289860752077012,6.1204347065633,9.31350240492047,0.0022747123114601,0.0433404935088979,"ARLN"
"ENSG00000185716",0.261078114028119,4.19532791110732,9.29833336891094,0.00229362421948685,0.0436363699220662,"MOSMO"
"ENSG00000259953",-0.624059386684549,1.45391927807103,9.27791771958459,0.00231932940522404,0.0440604270957067,"LINC02977"
"ENSG00000106415",0.271445937650219,4.54097594253955,9.2736401939178,0.00232475213283523,0.0440984967080025,"GLCCI1"
"ENSG00000186918",0.27219740008169,5.99925768054748,9.20633771691986,0.00241178693103789,0.0456822901959733,"ZNF395"
"ENSG00000279692",0.404633744902854,2.09277186418631,9.13063987604636,0.0025136378929857,0.0474171991944777,""
"ENSG00000155034",0.226229542359553,5.90398664336784,9.13027793109557,0.00251413523176782,0.0474171991944777,"FBXL18"
"ENSG00000110911",0.26045821725461,6.00639553126767,9.13007857931873,0.00251440919831171,0.0474171991944777,"SLC11A2"
"ENSG00000115738",0.380927568529337,4.82258367419269,9.12028216053476,0.00252790968683073,0.0475471134845384,"ID2"
"ENSG00000184924",0.246831172947794,4.2990077483815,9.11973172208298,0.00252867042797064,0.0475471134845384,"PTRHD1"
"ENSG00000119408",0.255839226444199,6.13500468177253,9.08533081865789,0.00257667869140307,0.0483792990398954,"NEK6"
"ENSG00000152465",0.262332522033266,4.89010115469983,9.07950083680771,0.00258490595160267,0.0484632294618064,"NMT2"
"ENSG00000258366",-0.383004814554144,4.86424136331123,9.06675913763664,0.00260297996609763,0.0487312606425158,"RTEL1"
"ENSG00000103995",-0.297359541685724,4.87429941029194,9.06266584629525,0.00260881345657498,0.0487696880816821,"CEP152"
"ENSG00000121749",-0.181833017306343,5.21503800098202,9.05640805375668,0.00261775731665428,0.0488660660311484,"TBC1D15"
"ENSG00000188211",0.431155279602246,2.15711424175214,9.01927918241514,0.0026714672287854,0.0496962912096313,"NCR3LG1"
"ENSG00000243317",0.211576385038954,6.24983473558987,9.01808035337488,0.00267321995635051,0.0496962912096313,"STMP1"
"ENSG00000179085",0.306792193616443,3.65283071818707,9.01769015628324,0.00267379068916072,0.0496962912096313,"DPM3"
"ENSG00000188243",0.262881326307101,4.55273189143555,9.01502044805641,0.00267769893361417,0.0496973216470347,"COMMD6"
"ENSG00000086848",-0.234160928416013,4.28677027316908,9.0026719607935,0.00269585174973655,0.0499623444250743,"ALG9"
"ENSG00000111602",-0.248128832111535,7.12179179114796,8.99854129625759,0.00270195185461862,0.0500035537628775,"TIMELESS"
"ENSG00000254999",-0.169992225398583,7.11834840446313,8.9813857927927,0.00272743719659128,0.0504028830928809,"BRK1"
"ENSG00000056998",0.552890868845567,2.48810581536203,8.97548178621055,0.00273626422816174,0.0504936656352766,"GYG2"
"ENSG00000166483",-0.321135281553905,5.22746037113808,8.96844522166212,0.00274682243471742,0.0506160894077428,"WEE1"
"ENSG00000204611",0.304996969962535,3.46037622451437,8.95840725919186,0.00276195581362063,0.0508223509841548,"ZNF616"
"ENSG00000156711",-0.346211107788824,5.55647678694478,8.9450747522512,0.00278218708998917,0.0511216969711827,"MAPK13"
"ENSG00000175711",-0.36697434437181,3.50128935101935,8.93888780039647,0.00279162647238054,0.0512221761980605,"B3GNTL1"
"ENSG00000113595",0.218287459880248,4.67108162614482,8.93559371573871,0.00279666549123088,0.0512417445616294,"TRIM23"
"ENSG00000012963",-0.281270245030472,6.2680062338961,8.92986168796914,0.00280545590497291,0.0513298946358093,"UBR7"
"ENSG00000169814",-0.315180627275201,4.23804639173264,8.92023960070014,0.00282027509334126,0.0515279439504375,"BTD"
"ENSG00000128191",-0.238064733688115,5.85204289134482,8.91535492025494,0.00282782849347659,0.0515928709156358,"DGCR8"
"ENSG00000172339",-0.281945473284104,3.17118310368038,8.90894310959318,0.00283777455635785,0.0517012062181636,"ALG14"
"ENSG00000144736",-0.209014537131959,4.54098982208122,8.88612122103813,0.00287346527370433,0.0522248580533053,"SHQ1"
"ENSG00000174669",0.304718638137232,5.47631055214706,8.88307585896493,0.00287826221152865,0.0522248580533053,"SLC29A2"
"ENSG00000168228",-0.322182705287017,3.60905867881833,8.882821647687,0.00287866300301574,0.0522248580533053,"ZCCHC4"
"ENSG00000115902",-0.563845733840601,1.6614725737194,8.87863334876455,0.0028852744739075,0.0522712857288382,"SLC1A4"
"ENSG00000196411",0.198771500256329,7.32587654742675,8.8603475360515,0.00291432082157707,0.0526863155336877,"EPHB4"
"ENSG00000066926",-0.201190792506536,5.40068880040679,8.85907552766094,0.00291635237545957,0.0526863155336877,"FECH"
"ENSG00000163577",-0.294845186796293,3.95302365111601,8.83574884589752,0.00295386408581727,0.0532893606195203,"EIF5A2"
"ENSG00000198356",0.193697526342866,6.55146638406704,8.83127749201002,0.00296111027187296,0.0533454768112978,"GET3"
"ENSG00000184363",0.243111458925053,6.61375582696681,8.82354811859321,0.00297367895112342,0.0534573763597705,"PKP3"
"ENSG00000119689",-0.181996711767294,7.02925183065121,8.82236338639537,0.00297561021988644,0.0534573763597705,"DLST"
"ENSG00000275544",-0.396659352312872,2.50850246568595,8.8146760590371,0.00298817256462655,0.053608397651068,"BDH1"
"ENSG00000173653",0.243181467524761,5.07318341688211,8.81086066594113,0.00299442753023319,0.053643920055721,"RCE1"
"ENSG00000278864",-0.390676916563617,2.3387752256465,8.80839022543181,0.00299848466953504,0.053643920055721,""
"ENSG00000132541",-0.220171008219029,4.51741244433436,8.80381514026511,0.00300601296394865,0.053643920055721,"RIDA"
"ENSG00000189362",-0.319743686911435,2.81856031267182,8.80334499548728,0.00300678767348526,0.053643920055721,"NEMP2"
"ENSG00000119673",0.254650061483252,4.90901816040496,8.79503114793941,0.0030205208754094,0.0538145010661684,"ACOT2"
"ENSG00000124615",-0.330076346261141,3.57198380991965,8.76302845542673,0.00307398187717114,0.0546914375636283,"MOCS1"
"ENSG00000075239",0.199445169064581,5.76424157151365,8.74035754354541,0.00311243485490577,0.0552993074289663,"ACAT1"
"ENSG00000147853",0.299746228792448,5.80111956148617,8.73738788845177,0.00311750787195579,0.0553132517749075,"AK3"
"ENSG00000237190",-0.252421229498934,4.70844944715771,8.73467817515838,0.00312214416465817,0.0553194197526452,"CDKN2AIPNL"
"ENSG00000277998",0.513753042726589,1.08258531839001,8.7248070470553,0.00313909289504693,0.0555196199518264,""
"ENSG00000189164",-0.439145505541866,2.04104646310688,8.72308946393866,0.00314205152064759,0.0555196199518264,"ZNF527"
"ENSG00000118596",-0.421565581777795,4.95309741063009,8.71781763070502,0.00315115023277669,0.0556042227805562,"SLC16A7"
"ENSG00000198746",0.275729202594666,3.90607916730698,8.70530443672363,0.00317285422910229,0.0559050775130559,"GPATCH3"
"ENSG00000151090",0.340660940450746,4.31894019372612,8.70299980893023,0.00317686811513063,0.0559050775130559,"THRB"
"ENSG00000099290",0.240494582757407,6.47623513321523,8.69513676169455,0.00319060177408868,0.0560702619672615,"WASHC2A"
"ENSG00000076685",0.226518272735207,7.67280701068406,8.68641674022406,0.00320590280056902,0.0562625037068569,"NT5C2"
"ENSG00000170881",0.24757562604723,6.18653154599096,8.6792689347189,0.00321850065976953,0.0564068478401729,"RNF139"
"ENSG00000174456",0.420665592882497,3.19955996054413,8.67048710131398,0.0032340473586748,0.0566024109627493,"C12orf76"
"ENSG00000142534",0.160583831984486,9.7161723899372,8.65511432586713,0.0032614461416404,0.0570045986192676,"RPS11"
"ENSG00000182944",-0.214356870010791,8.3466211960345,8.65228937974386,0.00326650662307233,0.0570157901637483,"EWSR1"
"ENSG00000113719",0.215531442285171,7.04938516129012,8.64042263421573,0.00328785149716401,0.0573108060296197,"ERGIC1"
"ENSG00000143164",0.256249653583369,6.47170773211468,8.63365684610528,0.00330008460807368,0.0574464120911503,"DCAF6"
"ENSG00000101413",-0.177149932723069,5.68405340129968,8.62844560918004,0.00330953849128356,0.0575333382736747,"RPRD1B"
"ENSG00000175701",0.304827976886928,3.51359119802881,8.61656690920255,0.003331191068098,0.05772884095643,"MTLN"
"ENSG00000196371",0.393550306943115,3.27734501565035,8.61511854219418,0.00333384099164245,0.05772884095643,"FUT4"
"ENSG00000175582",-0.238020422735754,7.46196052916709,8.61491644989507,0.00333421090879451,0.05772884095643,"RAB6A"
"ENSG00000172201",0.336109259570381,4.82219503347928,8.60946561799601,0.00334420406501722,0.0578242469633474,"ID4"
"ENSG00000144354",-0.443104308252448,4.71480573580693,8.60693662553104,0.00334885086856476,0.0578270781172916,"CDCA7"
"ENSG00000132436",-0.355008134563784,4.63943073986555,8.59893842492004,0.00336359011210724,0.058003942320951,"FIGNL1"
"ENSG00000267041",-0.35274493651309,2.88412498299272,8.59370139807472,0.00337327671705532,0.0580522096767099,"ZNF850"
"ENSG00000130590",0.359841582430696,3.41999168839864,8.59256082201097,0.00337539012772559,0.0580522096767099,"SAMD10"
"ENSG00000170417",-0.390494298146657,2.32241955688947,8.58154883469154,0.00339586395736755,0.058326563496783,"TMEM182"
"ENSG00000138750",-0.206366706556147,5.63988005530339,8.57582577328831,0.00340655425907021,0.0584323715262588,"NUP54"
"ENSG00000198890",0.218307918884842,7.30845427329233,8.57250325263121,0.00341277619802363,0.0584424365447354,"PRMT6"
"ENSG00000172893",-0.274101954522943,7.89362089621074,8.5706761868758,0.00341620258583847,0.0584424365447354,"DHCR7"
"ENSG00000071242",0.380364661469145,4.00395201026449,8.5603631571388,0.00343560881370351,0.0586965802489558,"RPS6KA2"
"ENSG00000141933",0.260380934005056,3.50243467969749,8.54847093052555,0.00345812582725523,0.0590031283674143,"TPGS1"
"ENSG00000169155",-0.335463570377692,5.01420769134485,8.5423181018319,0.00346983456846053,0.059026169857639,"ZBTB43"
"ENSG00000159259",-0.436001502490207,4.67635570142906,8.5411316998359,0.00347209690472593,0.059026169857639,"CHAF1B"
"ENSG00000135441",0.219419465718076,4.55840870811708,8.5405512254789,0.00347320435087588,0.059026169857639,"BLOC1S1"
"ENSG00000165661",-0.246781496867678,6.12845234780792,8.53151454852901,0.00349049117701662,0.0592419022267597,"QSOX2"
"ENSG00000197586",0.200778931499267,6.48193583025985,8.51968011303505,0.00351326238524871,0.0595500282619227,"ENTPD6"
"ENSG00000103042",0.30573444774037,4.94568390173236,8.51416101577104,0.00352393353437647,0.059652517926407,"SLC38A7"
"ENSG00000080371",-0.197445266930418,6.724883959152,8.50488501896629,0.00354194292837252,0.0598787966357498,"RAB21"
"ENSG00000284260",0.300926729392748,4.94417588320623,8.49653645437295,0.00355823171665121,0.0600754331323088,"RUFY1"
"ENSG00000135390",0.159230691666265,7.58685577585127,8.48626292899851,0.00357838085676287,0.0602660845302115,"ATP5MC2"
"ENSG00000093000",-0.1931916655908,6.94487853824951,8.48601518082403,0.0035788681874674,0.0602660845302115,"NUP50"
"ENSG00000131747",-0.385452589728633,8.72734401826728,8.48107056432671,0.00358860857559999,0.0603513194480629,"TOP2A"
"ENSG00000075303",-0.254154767779524,4.73110221299613,8.47583062730445,0.00359896013766744,0.0604465974163702,"SLC25A40"
"ENSG00000165802",-0.203949616976177,6.34517962988237,8.44846976056804,0.00365350719340481,0.0612636466299411,"NSMF"
"ENSG00000153310",-0.267588241161348,6.7366839516546,8.44667932130332,0.00365710581479608,0.0612636466299411,"CYRIB"
"ENSG00000274474",-0.246405646124639,8.19065530690509,8.4401407484691,0.00367027840391632,0.0612842820837998,"YWHAE"
"ENSG00000269556",0.210491463973804,4.68588158046646,8.43908425582447,0.00367241133452749,0.0612842820837998,"TMEM185A"
"ENSG00000228782",0.664923923761316,1.25153374832103,8.43899533992376,0.00367259090245579,0.0612842820837998,"MRPL45P2"
"ENSG00000265972",0.334797999625209,7.27637340978513,8.41701489394365,0.00371725606401819,0.061949465077223,"TXNIP"
"ENSG00000100304",-0.259011738911098,6.34272297382403,8.39686394053308,0.00375868896656712,0.0625591341674185,"TTLL12"
"ENSG00000167671",0.182081571263725,6.20377125860936,8.39260945004565,0.00376749662119323,0.0625597241472746,"UBXN6"
"ENSG00000165898",0.225097843880107,4.53215289927495,8.39053737872407,0.00377179382624153,0.0625597241472746,"ISCA2"
"ENSG00000172262",-0.183627554641221,5.71120016535418,8.38982405734961,0.00377327431479802,0.0625597241472746,"ZNF131"
"ENSG00000058799",0.215202445799498,4.45717560658378,8.38296485001793,0.00378754070863479,0.0627156451870092,"YIPF1"
"ENSG00000228412",0.57303504219392,0.723857141979504,8.37329583875882,0.0038077444234111,0.062866193259513,"LNC-LBCS"
"ENSG00000228760",0.402656986788503,5.71357027938512,8.37261401514538,0.00380917324718857,0.062866193259513,"BAG6"
"ENSG00000136485",-0.158560182443302,8.26823387045716,8.3716216431589,0.0038112538281215,0.062866193259513,"DCAF7"
"ENSG00000244560",0.475132653962189,3.15273254835828,8.35689582920269,0.00384226378742964,0.063296756825102,""
"ENSG00000169439",0.195712877421724,5.93868068976095,8.35455404605842,0.00384721876952462,0.0632975445256354,"SDC2"
"ENSG00000160445",0.269207537579781,6.10640621855237,8.35169848209221,0.00385326965818191,0.063316337988393,"ZER1"
"ENSG00000127124",-0.23683294599688,4.11953280746381,8.34581828786663,0.003865760196117,0.0634407643380575,"HIVEP3"
"ENSG00000198728",0.189787309612067,5.95732684750459,8.3406313642699,0.00387681229718778,0.0635412983753814,"LDB1"
"ENSG00000163904",0.188015450078308,5.48979312786522,8.33158506673603,0.00389616478654606,0.0637774487076873,"SENP2"
"ENSG00000158828",0.261826763584568,5.65887617753474,8.32915603154213,0.0039013778710694,0.0637818417730344,"PINK1"
"ENSG00000118640",0.180718249837388,6.44545899794199,8.31488254992632,0.00393215465826921,0.0642036239709044,"VAMP8"
"ENSG00000276910",-0.376429586969404,2.63901889725089,8.31086172968392,0.0039408689484484,0.0642358094727395,"GTF2H2"
"ENSG00000211460",-0.19304396429978,6.75169641570215,8.30529882510558,0.00395295779330573,0.0642358094727395,"TSN"
"ENSG00000127948",0.187474753916699,7.05131779501032,8.30524646819324,0.00395307175006891,0.0642358094727395,"POR"
"ENSG00000117640",0.200229665205043,5.29820131529127,8.30479915238705,0.00395404548580163,0.0642358094727395,"MTFR1L"
"ENSG00000174891",-0.222333182021924,5.25994296577108,8.29510776708648,0.00397520212352127,0.0644439362644639,"RSRC1"
"ENSG00000274429",0.317810709759685,7.23892480332542,8.29215574338162,0.00398166935386813,0.0644439362644639,"DLG5"
"ENSG00000198825",-0.217805015058538,4.41030551767801,8.29207568758361,0.0039818448874159,0.0644439362644639,"INPP5F"
"ENSG00000168887",0.228453154910157,5.335508764615,8.27931343530495,0.00400992883571058,0.0648171328970311,"C2orf68"
"ENSG00000068697",0.162324420153942,7.61695599852643,8.2735603290765,0.00402265464802738,0.0649414546995058,"LAPTM4A"
"ENSG00000163900",-0.238913753821882,4.71231597709018,8.25928371691034,0.00405441219080024,0.0653396873068411,"TMEM41A"
"ENSG00000134508",0.228891987791792,4.86073432643821,8.25586686962657,0.00406205054404771,0.0653396873068411,"CABLES1"
"ENSG00000213563",0.221129585511856,5.49399710426528,8.25565764555082,0.00406251873944387,0.0653396873068411,"C8orf82"
"ENSG00000137714",-0.249603984330713,4.75756797885577,8.2528363294184,0.00406883756222035,0.0653598203176591,"FDX1"
"ENSG00000150593",0.279315129526219,6.83534567679607,8.24918838236358,0.00407702259612801,0.0654098180759487,"PDCD4"
"ENSG00000240342",0.180717055819086,7.93438187923064,8.24693280028521,0.00408209191031388,0.0654098180759487,"RPS2P5"
"ENSG00000237550",0.168732626644149,6.53969949708058,8.23454407017536,0.0041100495865853,0.0657357023446502,""
"ENSG00000105640",0.178206813051719,9.47909586814233,8.23340846133714,0.00411262204761088,0.0657357023446502,"RPL18A"
"ENSG00000115484",-0.235810172498471,8.11907194268484,8.21654444384266,0.00415101703162886,0.0661762756485778,"CCT4"
"ENSG00000161791",-0.25890933574911,4.80711904266053,8.21469370430332,0.00415525283924826,0.0661762756485778,"FMNL3"
"ENSG00000127337",-0.336611015036173,4.69617858472329,8.21455229932359,0.00415557665519405,0.0661762756485778,"YEATS4"
"ENSG00000115548",0.323086895558747,6.10309162632242,8.18118920360119,0.00423270026475192,0.0671286255108086,"KDM3A"
"ENSG00000266962",0.209908282788402,4.06256871015237,8.1791532747044,0.00423745350629216,0.0671286255108086,"HSD17B1-AS1"
"ENSG00000148153",-0.179795617422815,5.7184186096999,8.17729914954209,0.00424178702141258,0.0671286255108086,"INIP"
"ENSG00000079950",0.243530012416615,5.86987852513393,8.17709595829282,0.00424226220007858,0.0671286255108086,"STX7"
"ENSG00000167220",0.309481313964021,4.32982448301682,8.17524978527959,0.00424658210382955,0.0671286255108086,"HDHD2"
"ENSG00000125968",0.273384289636972,6.70369173463414,8.17319206815676,0.00425140228159615,0.0671286255108086,"ID1"
"ENSG00000107021",0.17137139656084,5.88385089072387,8.17301845914583,0.00425180921329798,0.0671286255108086,"TBC1D13"
"ENSG00000081870",-0.276832021108045,4.13083007746644,8.16454881017171,0.00427170991412746,0.0673603743060271,"IFT25"
"ENSG00000138658",-0.360572874319561,3.54606705288198,8.14928016795737,0.00430782572868613,0.0678469402616879,"ZGRF1"
"ENSG00000142937",0.14039489861871,9.38656800971189,8.146401244706,0.00431467016690182,0.0678718664425202,"RPS8"
"ENSG00000270392",-0.541614185875041,1.54455874566602,8.13553889465665,0.00434059448136285,0.068196502089037,"PFN1P2"
"ENSG00000149554",-0.2467694499788,5.34146356798416,8.12601007728999,0.00436346670533595,0.0684724538103751,"CHEK1"
"ENSG00000155858",-0.304643366261354,3.72654470079633,8.12046535700846,0.00437683224958931,0.0685987353431987,"LSM11"
"ENSG00000118193",-0.299576311676634,6.63178053819995,8.1052476577049,0.00441372908455388,0.0690930721622093,"KIF14"
"ENSG00000188827",-0.206696778922891,4.88397137320341,8.0907665435144,0.0044491340597642,0.0695628851356344,"SLX4"
"ENSG00000139718",0.19880108507727,6.82358066257988,8.08688632485385,0.00445866986237706,0.0695779281410144,"SETD1B"
"ENSG00000139163",-0.245798566336438,6.35830690679349,8.08598645620654,0.00446088429898589,0.0695779281410144,"ETNK1"
"ENSG00000149823",0.179393446672707,6.82185702175664,8.07939410984178,0.00447714122668262,0.069747155414226,"VPS51"
"ENSG00000174233",0.195130706777437,5.87761259012798,8.07540727853049,0.00448700213522304,0.0698164542125959,"ADCY6"
"ENSG00000283780",0.186794105560221,6.72251823510455,8.07278267288832,0.00449350582459261,0.0698334116041206,"MAML1"
"ENSG00000227761",0.397253760775667,5.71259639964288,8.05097907764726,0.00454790691231352,0.0705938041659833,"BAG6"
"ENSG00000136271",-0.255286060925857,6.24604288495652,8.02994236905092,0.004601030343801,0.0712924407845331,"DDX56"
"ENSG00000169057",-0.211511223225911,6.86916019789159,8.02878568644283,0.0046039695459738,0.0712924407845331,"MECP2"
"ENSG00000122435",-0.241882346295563,3.98070971847165,8.02013345899399,0.00462601612854272,0.0714957631263256,"TRMT13"
"ENSG00000197223",-0.273453887728451,4.14205242754347,8.0180869508835,0.00463124650337702,0.0714957631263256,"C1D"
"ENSG00000066117",0.177035704419044,6.65884056223074,8.01527009397862,0.00463845555343287,0.0714957631263256,"SMARCD1"
"ENSG00000132434",-0.251909682328041,4.94429151254426,8.01137875024528,0.00464843329147387,0.0714957631263256,"LANCL2"
"ENSG00000133302",-0.27028364916227,4.39081320306253,8.00934287615344,0.00465366215391675,0.0714957631263256,"SLF1"
"ENSG00000134419",0.144788808256324,9.12815861348211,8.00899548132682,0.00465455498785457,0.0714957631263256,"RPS15A"
"ENSG00000109762",-0.234861339330279,4.19404427370167,8.00847266975749,0.00465589898644186,0.0714957631263256,"SNX25"
"ENSG00000213160",-0.235807120981692,4.501970650124,7.98984447569358,0.00470404557143501,0.0721492078786447,"KLHL23"
"ENSG00000277273",1.21172609227139,3.59571544344332,7.98142533053881,0.00472597186211596,0.072399419298615,"CDK7"
"ENSG00000204946",0.28214012647515,4.87823370766478,7.97027643920922,0.00475516763328989,0.0727602696344084,"ZNF783"
"ENSG00000277147",0.455335666070936,1.60310418898634,7.96200858135338,0.00477693738951642,0.0730067717859861,"LINC00869"
"ENSG00000169446",-0.232147064908028,5.64878068519734,7.93411670169576,0.00485113021429894,0.0739940559910327,"MMGT1"
"ENSG00000110066",0.228322202199248,6.31398189343484,7.93341581044076,0.00485300964170972,0.0739940559910327,"KMT5B"
"ENSG00000105486",-0.365658831526261,6.15295798216795,7.92882123071374,0.00486534830910966,0.0740946019353076,"LIG1"
"ENSG00000129925",0.185550404055908,6.77019068513846,7.91310930101372,0.00490778448469396,0.0746479638368279,"PGAP6"
"ENSG00000139618",-0.484435790835468,5.03948810230675,7.91109264351285,0.00491325849271005,0.0746479638368279,"BRCA2"
"ENSG00000119912",-0.173473661273885,6.52154075218804,7.90772941258939,0.00492240147682162,0.0746988901759083,"IDE"
"ENSG00000162076",-0.235656655840257,4.37078436260599,7.89594066650748,0.00495458642695542,0.0750313445034287,"FLYWCH2"
"ENSG00000108423",-0.200138589564074,5.67687607298493,7.89544558603011,0.00495594274881163,0.0750313445034287,"TUBD1"
"ENSG00000178531",0.299625446227311,4.71835838747257,7.88691284012502,0.0049793785907539,0.0752977777750698,"CTXN1"
"ENSG00000068784",-0.259873286463417,4.57088207497552,7.87195903295306,0.00502072309806466,0.0757899516349839,"SRBD1"
"ENSG00000167566",0.233451009403098,5.57957662588489,7.87089547700581,0.00502367692440586,0.0757899516349839,"NCKAP5L"
"ENSG00000121989",0.28715020435789,3.75930263889605,7.86411353339042,0.00504255419125366,0.0759858720946039,"ACVR2A"
"ENSG00000101412",-0.394530152235894,5.50830545645311,7.85989882366615,0.00505432207039262,0.0760743295052444,"E2F1"
"ENSG00000184867",0.410805973289647,3.68497793749643,7.85331738150657,0.00507275409629657,0.076262768167983,"ARMCX2"
"ENSG00000164142",0.36510457822505,3.95288253450852,7.84630219587933,0.00509247629904017,0.0764701417710352,"FHIP1A"
"ENSG00000082458",-0.220853110631978,5.50243352581286,7.84324911570113,0.00510108399020976,0.0765103283601346,"DLG3"
"ENSG00000241468",0.21398265214443,6.99901561368451,7.83791640006818,0.00511615434838277,0.0766472415096276,"ATP5MF"
"ENSG00000138018",-0.296269049495855,6.64023631804131,7.82007407064804,0.00516690782170947,0.0772661935276947,"SELENOI"
"ENSG00000180370",-0.202295890600988,7.78062601573396,7.81918535978172,0.00516944918322354,0.0772661935276947,"PAK2"
"ENSG00000161013",0.231583487825426,6.72368849315108,7.80600973288165,0.00520727607446126,0.0776516232190472,"MGAT4B"
"ENSG00000284501",0.231583487825426,6.72368849315108,7.80600973288165,0.00520727607446126,0.0776516232190472,"MGAT4B"
"ENSG00000144233",-0.175594912135772,5.61788337148683,7.79958673870295,0.00522581849987421,0.077838144145355,"AMMECR1L"
"ENSG00000156026",0.207198100591414,5.59500005298656,7.79495990873093,0.0052392173017151,0.0779477093135214,"MCU"
"ENSG00000128944",-0.472098488139218,5.05666006665271,7.78772141894075,0.00526024947330683,0.0781704584748673,"KNSTRN"
"ENSG00000106080",-0.256090216306248,4.44023043757748,7.7829740640987,0.00527409011110858,0.0782859474605174,"FKBP14"
